taxonID	scientificName	parser_run	matchedType	matchSize	inputName	matchedName	inputCanonicalForm	matchedCanonicalForm	matchedEditDistance	inputRank	matchedRank	synonymStatus	acceptedName	matchedScore	matchTaxonID	classification
66dc562c-3004-5c9a-bd5f-9c06fb4ef3b3	Sarcotheca monophylla	1	Canonical form exact match	1	Sarcotheca monophylla	Sarcotheca monophylla (Planch. ex Hook. fil.) Hallier fil.	Sarcotheca monophylla		0	species	1614b09df67df1c4beb5b4b123dad89a	false	Sarcotheca monophylla (Planch. ex Hook. fil.) Hallier fil.		1614b09df67df1c4beb5b4b123dad89a	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Oxalidales(33531318), Oxalidaceae(33531497), Sarcotheca(33697749), Sarcotheca monophylla(1614b09df67df1c4beb5b4b123dad89a)
1483b8e6-4d7b-597c-a7c8-ec8a9b69a5d2	Sarcotheca monophylla (Planch. ex Hook.f.) Hallier f.	1	Canonical form exact match	1	Sarcotheca monophylla (Planch. ex Hook.f.) Hallier f.	Sarcotheca monophylla (Planch. ex Hook. fil.) Hallier fil.	Sarcotheca monophylla		0	species	1614b09df67df1c4beb5b4b123dad89a	false	Sarcotheca monophylla (Planch. ex Hook. fil.) Hallier fil.		1614b09df67df1c4beb5b4b123dad89a	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Oxalidales(33531318), Oxalidaceae(33531497), Sarcotheca(33697749), Sarcotheca monophylla(1614b09df67df1c4beb5b4b123dad89a)
3323f6df-03cb-5df1-aa38-261b0dd6b790	Sarcotragus	1	Exact string match	1	Sarcotragus	Sarcotragus	Sarcotragus		0		33581203	false	Sarcotragus	0.622	33581203	Animalia(33521288), Porifera(33527549), Demospongiae(33527553), Dictyoceratida(33527556), Irciniidae(33529406), Sarcotragus(33581203)
45c85dad-77e0-5304-92b3-4707a2f4f338	Saruma	1	Exact string match	1	Saruma	Saruma	Saruma		0		33712689	false	Saruma	0.622	33712689	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Piperales(33532325), Aristolochiaceae(33532326), Saruma(33712689)
f9052e44-3f79-5303-aa82-ba7856f58b53	Saruma henryi	1	Canonical form exact match	1	Saruma henryi	Saruma henryi Oliv.	Saruma henryi		0	species	add815dcb80a819e3189edaae7c7aae8	false	Saruma henryi Oliv.		add815dcb80a819e3189edaae7c7aae8	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Piperales(33532325), Aristolochiaceae(33532326), Saruma(33712689), Saruma henryi(add815dcb80a819e3189edaae7c7aae8)
2655075f-f036-5cf1-952e-091b054b1dc5	Sassafras	1	Exact string match	1	Sassafras	Sassafras	Sassafras		0		33712585	false	Sassafras	0.622	33712585	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Laurales(33532317), Lauraceae(33532319), Sassafras(33712585)
5c0238ec-b0f3-5114-b01c-4d927f4c8861	Sassia	1	Exact string match	1	Sassia	Sassia	Sassia		0		33666388	false	Sassia	0.622	33666388	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Littorinimorpha(33522437), Tonnoidea(33526220), Ranellidae(33532580), Sassia(33666388)
654ebc78-157e-581d-8a2d-67130dde6709	Satsuma ferruginea	1	Canonical form exact match	1	Satsuma ferruginea	Satsuma ferruginea (Pilsbry, 1900)	Satsuma ferruginea		0	species	2d24fd320a15d573697d9e8c137dd3f2	false	Satsuma ferruginea (Pilsbry, 1900)		2d24fd320a15d573697d9e8c137dd3f2	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Stylommatophora(33521303), Helicoidea(33521304), Camaenidae(33532430), Satsuma(33694794), Satsuma ferruginea(2d24fd320a15d573697d9e8c137dd3f2)
5d4bd86e-6ce4-5fe2-9d85-32b996afa050	Satsuma japonica	1	Canonical form exact match	1	Satsuma japonica	Satsuma japonica (L. Pfeiffer, 1847)	Satsuma japonica		0	species	5b2adf8172440fb46cfdd27202e272a4	false	Satsuma japonica (L. Pfeiffer, 1847)		5b2adf8172440fb46cfdd27202e272a4	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Stylommatophora(33521303), Helicoidea(33521304), Camaenidae(33532430), Satsuma(33694794), Satsuma japonica(5b2adf8172440fb46cfdd27202e272a4)
148cbad3-cc2b-5eca-bf47-2d6ed4045909	Saturniidae	1	Exact string match	1	Saturniidae	Saturniidae	Saturniidae		0		33528752	false	Saturniidae	0.622	33528752	Animalia(33521288), Arthropoda(33521342), Insecta(33521474), Lepidoptera(33521695), Bombycoidea(33528724), Saturniidae(33528752)
f38d73e7-5de7-56cf-aee2-6cbad5a87970	Saururus	1	Exact string match	1	Saururus	Saururus	Saururus		0		33723864	false	Saururus	0.622	33723864	Plantae(33521293), Tracheophyta(33521294), Magnoliopsida(33521295), Piperales(33532325), Saururaceae(33532329), Saururus(33723864)
